"A"	"B"
"s.3208"	1	0
"s.3209"	1	0
"s.3210"	1	0
"s.3212"	1	0
"s.3213"	1	0
"s.3214"	1	0
"s.3215"	1	0
"s.3216"	1	0
"s.3217"	1	0
"s.3218"	1	0
"s.3219"	1	0
"s.3220"	1	0
"s.3221"	1	0
"s.3223"	1	0
"s.3224"	1	0
"s.3225"	1	0
"s.3226"	1	0
"s.3228"	1	0
"s.3229"	1	0
"s.3230"	1	0
"s.3231"	1	0
"s.3232"	1	0
"s.3234"	1	0
"s.3238"	1	0
"s.3239"	1	0
"s.3241"	1	0
"s.3242"	1	0
"s.3243"	1	0
"s.3244"	1	0
"s.3246"	1	0
"s.3247"	1	0
"s.3248"	1	0
"s.3249"	1	0
"s.3250"	1	0
"s.3251"	1	0
"s.3252"	1	0
"s.3253"	1	0
"s.3254"	1	0
"s.3255"	1	0
"s.3256"	1	0
"s.3258"	1	0
"s.3259"	1	0
"s.3260"	1	0
"s.3261"	1	0
"s.3263"	1	0
"s.3264"	1	0
"s.3265"	1	0
"s.3266"	1	0
"s.3267"	1	0
"s.3268"	1	0
"s.3269"	1	0
"s.3270"	1	0
"s.3272"	1	0
"s.3273"	1	0
"s.3274"	1	0
"s.3275"	1	0
"s.3277"	1	0
"s.3278"	1	0
"s.3279"	1	0
"s.3280"	1	0
"s.3281"	1	0
"s.3282"	1	0
"s.3283"	1	0
"s.3284"	1	0
"s.3285"	1	0
"s.3286"	1	0
"s.3288"	1	0
"s.3289"	1	0
"s.3290"	1	0
"s.3292"	1	0
"s.3293"	1	0
"s.3294"	1	0
"s.3296"	1	0
"s.3297"	1	0
"s.3298"	1	0
"s.3299"	1	0
"s.3300"	1	0
"s.3301"	1	0
"s.3302"	1	0
"s.3304"	1	0
"s.3305"	1	0
"s.3306"	1	0
"s.3307"	1	0
"s.3308"	1	0
"s.3309"	1	0
"s.3310"	1	0
"s.3311"	1	0
"s.3312"	1	0
"s.3314"	1	0
"s.3315"	1	0
"s.3316"	1	0
"s.3317"	1	0
"s.3318"	1	0
"s.3319"	1	0
"s.3322"	1	0
"s.3324"	1	0
"s.3325"	1	0
"s.3326"	1	0
"s.3328"	1	0
"s.3329"	1	0
"s.3330"	1	0
"s.3331"	1	0
"s.3332"	1	0
"s.3333"	1	0
"s.3334"	1	0
"s.3335"	1	0
"s.3336"	1	0
"s.3337"	1	0
"s.3339"	1	0
"s.3340"	1	0
"s.3341"	1	0
"s.3342"	1	0
"s.3343"	1	0
"s.3344"	1	0
"s.3345"	1	0
"s.3347"	1	0
"s.3348"	1	0
"s.3349"	1	0
"s.3350"	1	0
"s.3352"	1	0
"s.3353"	1	0
"s.3354"	1	0
"s.3355"	1	0
"s.3356"	1	0
"s.3357"	1	0
"s.3358"	1	0
"s.3359"	1	0
"s.3360"	1	0
"s.3361"	1	0
"s.3362"	1	0
"s.3363"	1	0
"s.3364"	1	0
"s.3365"	1	0
"s.3366"	1	0
"s.3368"	1	0
"s.3370"	1	0
"s.3371"	1	0
"s.3372"	1	0
"s.3373"	1	0
"s.3374"	1	0
"s.3375"	1	0
"s.3376"	1	0
"s.3378"	1	0
"s.3379"	1	0
"s.3380"	1	0
"s.3382"	1	0
"s.3383"	1	0
"s.3385"	1	0
"s.3386"	1	0
"s.3387"	1	0
"s.3388"	1	0
"s.3389"	1	0
"s.3390"	1	0
"s.3392"	1	0
"s.3393"	1	0
"s.3394"	1	0
"s.3395"	1	0
"s.3396"	1	0
"s.3397"	1	0
"s.3399"	1	0
"s.3400"	1	0
"s.3402"	1	0
"s.3403"	1	0
"s.3404"	1	0
"s.3405"	1	0
"s.3406"	1	0
"s.3407"	1	0
"s.3408"	1	0
"s.3409"	1	0
"s.3410"	1	0
"s.3411"	1	0
"s.3414"	1	0
"s.3416"	1	0
"s.3417"	1	0
"s.3418"	1	0
"s.3419"	1	0
"s.3420"	1	0
"s.3421"	1	0
"s.3422"	1	0
"s.3424"	1	0
"s.3425"	1	0
"s.3426"	1	0
"s.3428"	1	0
"s.3430"	1	0
"s.3431"	1	0
"s.3432"	1	0
"s.3435"	1	0
"s.3436"	1	0
"s.3437"	1	0
"s.3438"	1	0
"s.3439"	1	0
"s.3441"	1	0
"s.3442"	1	0
"s.3443"	1	0
"s.3445"	1	0
"s.3447"	1	0
"s.3448"	1	0
"s.3449"	1	0
"s.3450"	1	0
"s.3451"	1	0
"s.3452"	1	0
"s.3453"	1	0
"s.3454"	1	0
"s.3455"	1	0
"s.3456"	1	0
"s.3457"	1	0
"s.3459"	1	0
"s.3460"	1	0
"s.3461"	1	0
"s.3462"	1	0
"s.3463"	1	0
"s.3464"	1	0
"s.3465"	1	0
"s.3468"	1	0
"s.3470"	1	0
"s.3471"	1	0
"s.3472"	1	0
"s.3474"	1	0
"s.3475"	1	0
"s.3476"	1	0
"s.3477"	1	0
"s.3478"	1	0
"s.3480"	1	0
"s.3481"	1	0
"s.3482"	1	0
"s.3485"	1	0
"s.3486"	1	0
"s.3487"	1	0
"s.3488"	1	0
"s.3490"	1	0
"s.3491"	1	0
"s.3492"	1	0
"s.3494"	1	0
"s.3495"	1	0
"s.3496"	1	0
"s.3497"	1	0
"s.3498"	1	0
"s.3500"	1	0
"s.3501"	1	0
"s.3502"	1	0
"s.3504"	1	0
"s.3505"	1	0
"s.3506"	1	0
"s.3507"	1	0
"s.3509"	1	0
"s.3510"	1	0
"s.3511"	1	0
"s.3512"	1	0
"s.3513"	1	0
"s.3514"	1	0
"s.3515"	1	0
"s.3516"	1	0
"s.3517"	1	0
"s.3518"	1	0
"s.3520"	1	0
"s.3521"	1	0
"s.3523"	1	0
"s.3524"	1	0
"s.3526"	1	0
"s.3527"	1	0
"s.3529"	1	0
"s.3530"	1	0
"s.3531"	1	0
"s.3533"	1	0
"s.3535"	1	0
"s.3536"	1	0
"s.3537"	1	0
"s.3538"	1	0
"s.3539"	1	0
"s.3540"	1	0
"s.3541"	1	0
"s.3542"	1	0
"s.3543"	1	0
"s.3544"	1	0
"s.3545"	1	0
"s.3546"	1	0
"s.3547"	1	0
"s.3548"	1	0
"s.3549"	1	0
"s.3550"	1	0
"s.3551"	1	0
"s.3554"	1	0
"s.3555"	1	0
"s.3556"	1	0
"s.3558"	1	0
"s.3559"	1	0
"s.3560"	1	0
"s.3561"	1	0
"s.3563"	1	0
"s.3564"	1	0
"s.3565"	1	0
"s.3566"	1	0
"s.3567"	1	0
"s.3568"	1	0
"s.3569"	1	0
"s.3570"	1	0
"s.3571"	1	0
"s.3572"	1	0
"s.3573"	1	0
"s.3574"	1	0
"s.3575"	1	0
"s.3576"	1	0
"s.3577"	1	0
"s.3578"	1	0
"s.3579"	1	0
"s.3580"	1	0
"s.3581"	1	0
"s.3582"	1	0
"s.3583"	1	0
"s.3584"	1	0
"s.3585"	1	0
"s.3586"	1	0
"s.3587"	1	0
"s.3588"	1	0
"s.3589"	1	0
"s.3590"	1	0
"s.3591"	1	0
"s.3592"	1	0
"s.3593"	1	0
"s.3594"	1	0
"s.3596"	1	0
"s.3597"	1	0
"s.3598"	1	0
"s.3599"	1	0
"s.3600"	1	0
"s.3601"	1	0
"s.3602"	1	0
"s.3603"	1	0
"s.3604"	1	0
"s.3605"	1	0
"s.3606"	1	0
"s.3607"	1	0
"s.3608"	1	0
"s.3609"	1	0
"s.3611"	1	0
"s.3612"	1	0
"s.3613"	1	0
"s.3614"	1	0
"s.3616"	1	0
"s.3617"	1	0
"s.3618"	1	0
"s.3619"	1	0
"s.3620"	1	0
"s.3622"	1	0
"s.3623"	1	0
"s.3624"	1	0
"s.3625"	1	0
"s.3626"	1	0
"s.3627"	1	0
"s.3628"	1	0
"s.3629"	1	0
"s.3630"	1	0
"s.3631"	1	0
"s.3632"	1	0
"s.3634"	1	0
"s.3635"	1	0
"s.3636"	1	0
"s.3637"	1	0
"s.3638"	1	0
"s.3639"	1	0
"s.3640"	1	0
"s.3641"	1	0
"s.3643"	1	0
"s.3644"	1	0
"s.3645"	1	0
"s.3646"	1	0
"s.3647"	1	0
"s.3649"	1	0
"s.3650"	1	0
"s.3651"	1	0
"s.3652"	1	0
"s.3654"	1	0
"s.3655"	1	0
"s.3656"	1	0
"s.3658"	1	0
"s.3660"	1	0
"s.3662"	1	0
"s.3663"	1	0
"s.3665"	1	0
"s.3666"	1	0
"s.3668"	1	0
"s.3670"	1	0
"s.3671"	1	0
"s.3672"	1	0
"s.3674"	1	0
"s.3675"	1	0
"s.3676"	1	0
"s.3677"	1	0
"s.3679"	1	0
"s.3680"	1	0
"s.3681"	1	0
"s.3683"	1	0
"s.3684"	1	0
"s.3685"	1	0
"s.3686"	1	0
"s.3687"	1	0
"s.3688"	1	0
"s.3689"	1	0
"s.3691"	1	0
"s.3692"	1	0
"s.3693"	1	0
"s.3695"	1	0
"s.3696"	1	0
"s.3697"	1	0
"s.3698"	1	0
"s.3699"	1	0
"s.3700"	1	0
"s.3701"	1	0
"s.3702"	1	0
"s.3703"	1	0
"s.3705"	1	0
"s.3706"	1	0
"s.3707"	1	0
"s.3708"	1	0
"s.3709"	1	0
"s.3710"	1	0
"s.3711"	1	0
"s.3712"	1	0
"s.3713"	1	0
"s.3714"	1	0
"s.3715"	1	0
"s.3716"	1	0
"s.3717"	1	0
"s.3718"	1	0
"s.3721"	0	1
"s.3722"	0	1
"s.3723"	0	1
"s.3724"	0	1
"s.3725"	0	1
"s.3728"	0	1
"s.3729"	0	1
"s.3730"	0	1
"s.3731"	0	1
"s.3733"	0	1
"s.3734"	0	1
"s.3735"	0	1
"s.3736"	0	1
"s.3737"	0	1
"s.3738"	0	1
"s.3739"	0	1
"s.3740"	0	1
"s.3741"	0	1
"s.3743"	0	1
"s.3745"	0	1
"s.3746"	0	1
"s.3748"	0	1
"s.3749"	0	1
"s.3750"	0	1
"s.3751"	0	1
"s.3752"	0	1
"s.3753"	0	1
"s.3754"	0	1
"s.3755"	0	1
"s.3756"	0	1
"s.3758"	0	1
"s.3760"	0	1
"s.3761"	0	1
"s.3762"	0	1
"s.3763"	0	1
"s.3765"	0	1
"s.3766"	0	1
"s.3767"	0	1
"s.3768"	0	1
"s.3769"	0	1
"s.3771"	0	1
"s.3773"	0	1
"s.3774"	0	1
"s.3775"	0	1
"s.3776"	0	1
"s.3778"	0	1
"s.3779"	0	1
"s.3780"	0	1
"s.3781"	0	1
"s.3782"	0	1
"s.3783"	0	1
"s.3784"	0	1
"s.3786"	0	1
"s.3787"	0	1
"s.3788"	0	1
"s.3790"	0	1
"s.3791"	0	1
"s.3792"	0	1
"s.3794"	0	1
"s.3798"	0	1
"s.3799"	0	1
"s.3800"	0	1
"s.3801"	0	1
"s.3802"	0	1
"s.3804"	0	1
"s.3805"	0	1
"s.3806"	0	1
"s.3807"	0	1
"s.3808"	0	1
"s.3809"	0	1
"s.3810"	0	1
"s.3811"	0	1
"s.3812"	0	1
"s.3813"	0	1
"s.3814"	0	1
"s.3815"	0	1
"s.3816"	0	1
"s.3818"	0	1
"s.3819"	0	1
"s.3820"	0	1
"s.3821"	0	1
"s.3822"	0	1
"s.3823"	0	1
"s.3824"	0	1
"s.3826"	0	1
"s.3827"	0	1
"s.3828"	0	1
"s.3829"	0	1
"s.3830"	0	1
"s.3832"	0	1
"s.3833"	0	1
"s.3834"	0	1
"s.3835"	0	1
"s.3836"	0	1
"s.3837"	0	1
"s.3842"	0	1
"s.3844"	0	1
"s.3845"	0	1
"s.3846"	0	1
"s.3847"	0	1
"s.3848"	0	1
"s.3849"	0	1
"s.3851"	0	1
"s.3853"	0	1
"s.3854"	0	1
"s.3855"	0	1
"s.3856"	0	1
"s.3858"	0	1
"s.3859"	0	1
"s.3860"	0	1
"s.3861"	0	1
"s.3862"	0	1
"s.3863"	0	1
"s.3864"	0	1
"s.3865"	0	1
"s.3866"	0	1
"s.3868"	0	1
"s.3869"	0	1
"s.3870"	0	1
"s.3872"	0	1
"s.3873"	0	1
"s.3874"	0	1
"s.3875"	0	1
"s.3876"	0	1
"s.3877"	0	1
"s.3879"	0	1
"s.3880"	0	1
"s.3881"	0	1
"s.3882"	0	1
"s.3883"	0	1
"s.3884"	0	1
"s.3885"	0	1
"s.3887"	0	1
"s.3889"	0	1
"s.3890"	0	1
"s.3891"	0	1
"s.3892"	0	1
"s.3893"	0	1
"s.3894"	0	1
"s.3895"	0	1
"s.3896"	0	1
"s.3898"	0	1
"s.3899"	0	1
"s.3900"	0	1
"s.3901"	0	1
"s.3902"	0	1
"s.3903"	0	1
"s.3905"	0	1
"s.3906"	0	1
"s.3907"	0	1
"s.3908"	0	1
"s.3909"	0	1
"s.3910"	0	1
"s.3913"	0	1
"s.3914"	0	1
"s.3915"	0	1
"s.3917"	0	1
"s.3918"	0	1
"s.3919"	0	1
"s.3920"	0	1
"s.3921"	0	1
"s.3922"	0	1
"s.3923"	0	1
"s.3924"	0	1
"s.3925"	0	1
"s.3926"	0	1
"s.3927"	0	1
"s.3928"	0	1
"s.3929"	0	1
"s.3930"	0	1
"s.3931"	0	1
"s.3932"	0	1
"s.3933"	0	1
"s.3935"	0	1
"s.3937"	0	1
"s.3938"	0	1
"s.3939"	0	1
"s.3941"	0	1
"s.3942"	0	1
"s.3943"	0	1
"s.3944"	0	1
"s.3945"	0	1
"s.3946"	0	1
"s.3947"	0	1
"s.3948"	0	1
"s.3950"	0	1
"s.3951"	0	1
"s.3952"	0	1
"s.3953"	0	1
"s.3954"	0	1
"s.3955"	0	1
"s.3956"	0	1
"s.3958"	0	1
"s.3959"	0	1
"s.3960"	0	1
"s.3961"	0	1
"s.3963"	0	1
"s.3964"	0	1
"s.3967"	0	1
"s.3968"	0	1
"s.3970"	0	1
"s.3972"	0	1
"s.3973"	0	1
"s.3974"	0	1
"s.3977"	0	1
"s.3978"	0	1
"s.3979"	0	1
"s.3980"	0	1
"s.3983"	0	1
"s.3984"	0	1
"s.3985"	0	1
"s.3986"	0	1
"s.3987"	0	1
"s.3988"	0	1
"s.3990"	0	1
"s.3991"	0	1
"s.3992"	0	1
"s.3993"	0	1
"s.3994"	0	1
"s.3995"	0	1
"s.3996"	0	1
"s.3997"	0	1
"s.3998"	0	1
"s.3999"	0	1
"s.4000"	0	1
"s.4002"	0	1
"s.4003"	0	1
"s.4004"	0	1
"s.4007"	0	1
"s.4008"	0	1
"s.4010"	0	1
"s.4011"	0	1
"s.4016"	0	1
"s.4017"	0	1
"s.4018"	0	1
"s.4019"	0	1
"s.4020"	0	1
"s.4021"	0	1
"s.4022"	0	1
"s.4024"	0	1
"s.4026"	0	1
"s.4028"	0	1
"s.4029"	0	1
"s.4030"	0	1
"s.4031"	0	1
"s.4032"	0	1
"s.4033"	0	1
"s.4034"	0	1
"s.4035"	0	1
"s.4036"	0	1
"s.4038"	0	1
"s.4039"	0	1
"s.4040"	0	1
"s.4042"	0	1
"s.4044"	0	1
"s.4046"	0	1
"s.4047"	0	1
"s.4048"	0	1
"s.4049"	0	1
"s.4050"	0	1
"s.4051"	0	1
"s.4052"	0	1
"s.4053"	0	1
"s.4054"	0	1
"s.4055"	0	1
"s.4057"	0	1
"s.4059"	0	1
"s.4060"	0	1
"s.4061"	0	1
"s.4062"	0	1
"s.4063"	0	1
"s.4064"	0	1
"s.4065"	0	1
"s.4066"	0	1
"s.4070"	0	1
"s.4071"	0	1
"s.4074"	0	1
"s.4075"	0	1
"s.4079"	0	1
"s.4080"	0	1
"s.4081"	0	1
"s.4082"	0	1
"s.4083"	0	1
"s.4084"	0	1
"s.4086"	0	1
"s.4087"	0	1
"s.4089"	0	1
"s.4090"	0	1
"s.4091"	0	1
"s.4093"	0	1
"s.4094"	0	1
"s.4095"	0	1
"s.4096"	0	1
"s.4097"	0	1
"s.4099"	0	1
"s.4100"	0	1
"s.4101"	0	1
"s.4104"	0	1
"s.4106"	0	1
"s.4107"	0	1
"s.4108"	0	1
"s.4110"	0	1
"s.4111"	0	1
"s.4112"	0	1
"s.4113"	0	1
"s.4114"	0	1
"s.4115"	0	1
"s.4116"	0	1
"s.4117"	0	1
"s.4118"	0	1
"s.4119"	0	1
"s.4120"	0	1
"s.4121"	0	1
"s.4122"	0	1
"s.4124"	0	1
"s.4126"	0	1
"s.4127"	0	1
"s.4128"	0	1
"s.4129"	0	1
"s.4130"	0	1
"s.4131"	0	1
"s.4132"	0	1
"s.4135"	0	1
"s.4137"	0	1
"s.4138"	0	1
"s.4139"	0	1
"s.4142"	0	1
"s.4143"	0	1
"s.4144"	0	1
"s.4146"	0	1
"s.4148"	0	1
"s.4149"	0	1
"s.4150"	0	1
"s.4151"	0	1
"s.4152"	0	1
"s.4154"	0	1
"s.4155"	0	1
"s.4157"	0	1
"s.4158"	0	1
"s.4159"	0	1
"s.4162"	0	1
"s.4163"	0	1
"s.4164"	0	1
"s.4165"	0	1
"s.4166"	0	1
"s.4167"	0	1
"s.4168"	0	1
"s.4169"	0	1
"s.4172"	0	1
"s.4173"	0	1
"s.4174"	0	1
"s.4175"	0	1
"s.4177"	0	1
"s.4178"	0	1
"s.4180"	0	1
"s.4181"	0	1
"s.4182"	0	1
"s.4184"	0	1
"s.4186"	0	1
"s.4187"	0	1
"s.4188"	0	1
"s.4190"	0	1
"s.4191"	0	1
"s.4192"	0	1
"s.4193"	0	1
"s.4194"	0	1
"s.4195"	0	1
"s.4197"	0	1
"s.4198"	0	1
"s.4199"	0	1
"s.4201"	0	1
"s.4202"	0	1
"s.4203"	0	1
"s.4205"	0	1
"s.4206"	0	1
"s.4209"	0	1
"s.4210"	0	1
"s.4211"	0	1
"s.4212"	0	1
"s.4213"	0	1
"s.4214"	0	1
"s.4215"	0	1
"s.4219"	0	1
"s.4220"	0	1
"s.4221"	0	1
"s.4222"	0	1
"s.4224"	0	1
"s.4226"	0	1
"s.4228"	0	1
"s.4229"	0	1
"s.4230"	0	1
"s.4231"	0	1
"s.4232"	0	1
"s.4235"	0	1
"s.4236"	0	1
"s.4237"	0	1
"s.4240"	0	1
"s.4241"	0	1
"s.4242"	0	1
"s.4243"	0	1
"s.4245"	0	1
"s.4247"	0	1
"s.4248"	0	1
"s.4249"	0	1
"s.4250"	0	1
"s.4251"	0	1
"s.4253"	0	1
"s.4254"	0	1
"s.4256"	0	1
"s.4257"	0	1
"s.4258"	0	1
"s.4260"	0	1
"s.4262"	0	1
"s.4263"	0	1
"s.4266"	0	1
"s.4268"	0	1
"s.4269"	0	1
"s.4270"	0	1
"s.4272"	0	1
"s.4274"	0	1
"s.4276"	0	1
"s.4277"	0	1
"s.4279"	0	1
"s.4280"	0	1
"s.4282"	0	1
"s.4284"	0	1
"s.4285"	0	1
"s.4287"	0	1
"s.4288"	0	1
"s.4289"	0	1
"s.4291"	0	1
"s.4293"	0	1
"s.4294"	0	1
"s.4295"	0	1
"s.4296"	0	1
"s.4298"	0	1
"s.4299"	0	1
"s.4300"	0	1
"s.4301"	0	1
"s.4302"	0	1
"s.4305"	0	1
"s.4307"	0	1
"s.4308"	0	1
"s.4310"	0	1
"s.4311"	0	1
"s.4314"	0	1
"s.4316"	0	1
"s.4317"	0	1
"s.4318"	0	1
"s.4319"	0	1
"s.4320"	0	1
"s.4321"	0	1
"s.4322"	0	1
"s.4323"	0	1
"s.4325"	0	1
"s.4326"	0	1
"s.4328"	0	1
"s.4329"	0	1
"s.4330"	0	1
"s.4331"	0	1
"s.4332"	0	1
"s.4333"	0	1
"s.4334"	0	1
"s.4337"	0	1
"s.4339"	0	1
"s.4340"	0	1
"s.4341"	0	1
"s.4343"	0	1
"s.4345"	0	1
"s.4346"	0	1
"s.4347"	0	1
"s.4349"	0	1
"s.4350"	0	1
"s.4352"	0	1
"s.4353"	0	1
"s.4355"	0	1
"s.4356"	0	1
"s.4357"	0	1
"s.4359"	0	1
"s.4360"	0	1
"s.4361"	0	1
"s.4363"	0	1
"s.4364"	0	1
"s.4365"	0	1
"s.4366"	0	1
"s.4368"	0	1
"s.4369"	0	1
"s.4371"	0	1
"s.4372"	0	1
"s.4376"	0	1
"s.4378"	0	1
"s.4379"	0	1
"s.4382"	0	1
"s.4383"	0	1
"s.4384"	0	1
"s.4385"	0	1
"s.4386"	0	1
"s.4387"	0	1
"s.4389"	0	1
"s.4392"	0	1
"s.4394"	0	1
"s.4396"	0	1
"s.4397"	0	1
"s.4398"	0	1
"s.4399"	0	1
"s.4400"	0	1
"s.4401"	0	1
"s.4402"	0	1
"s.4403"	0	1
"s.4404"	0	1
"s.4405"	0	1
"s.4406"	0	1
"s.4407"	0	1
"s.4409"	0	1
"s.4410"	0	1
"s.4411"	0	1
"s.4412"	0	1
"s.4413"	0	1
"s.4414"	0	1
"s.4416"	0	1
"s.4417"	0	1
"s.4418"	0	1
"s.4419"	0	1
"s.4420"	0	1
"s.4421"	0	1
"s.4422"	0	1
"s.4425"	0	1
"s.4426"	0	1
"s.4428"	0	1
"s.4429"	0	1
"s.4430"	0	1
"s.4431"	0	1
"s.4433"	0	1
"s.4434"	0	1
"s.4436"	0	1
"s.4437"	0	1
"s.4439"	0	1
"s.4440"	0	1
"s.4441"	0	1
"s.4442"	0	1
"s.4444"	0	1
"s.4445"	0	1
"s.4446"	0	1
"s.4447"	0	1
"s.4448"	0	1
"s.4449"	0	1
"s.4450"	0	1
"s.4452"	0	1
"s.4453"	0	1
"s.4454"	0	1
"s.4455"	0	1
"s.4456"	0	1
"s.4457"	0	1
"s.4458"	0	1
"s.4459"	0	1
"s.4460"	0	1
"s.4461"	0	1
"s.4462"	0	1
"s.4463"	0	1
"s.4464"	0	1
"s.4465"	0	1
"s.4466"	0	1
"s.4467"	0	1
"s.4468"	0	1
"s.4470"	0	1
"s.4471"	0	1
"s.4472"	0	1
"s.4473"	0	1
"s.4475"	0	1
"s.4476"	0	1
"s.4477"	0	1
"s.4478"	0	1
"s.4480"	0	1
"s.4481"	0	1
"s.4482"	0	1
"s.4484"	0	1
"s.4485"	0	1
"s.4489"	0	1
"s.4490"	0	1
"s.4491"	0	1
"s.4492"	0	1
"s.4494"	0	1
"s.4496"	0	1
"s.4497"	0	1
"s.4499"	0	1
"s.4500"	0	1
"s.4501"	0	1
"s.4502"	0	1
"s.4503"	0	1
"s.4504"	0	1
"s.4505"	0	1
"s.4506"	0	1
"s.4507"	0	1
"s.4508"	0	1
"s.4509"	0	1
"s.4510"	0	1
"s.4511"	0	1
"s.4512"	0	1
"s.4513"	0	1
"s.4515"	0	1
"s.4516"	0	1
"s.4518"	0	1
"s.4519"	0	1
"s.4520"	0	1
"s.4521"	0	1
"s.4522"	0	1
"s.4523"	0	1
"s.4525"	0	1
"s.4527"	0	1
"s.4528"	0	1
"s.4529"	0	1
"s.4530"	0	1
"s.4531"	0	1
"s.4533"	0	1
"s.4534"	0	1
"s.4535"	0	1
"s.4536"	0	1
"s.4537"	0	1
"s.4538"	0	1
"s.4539"	0	1
"s.4540"	0	1
"s.4541"	0	1
"s.4542"	0	1
"s.4543"	0	1
"s.4544"	0	1
"s.4545"	0	1
"s.4547"	0	1
"s.4548"	0	1
"s.4549"	0	1
"s.4551"	0	1
"s.4553"	0	1
"s.4554"	0	1
"s.4555"	0	1
"s.4557"	0	1
"s.4559"	0	1
"s.4560"	0	1
"s.4562"	0	1
"s.4563"	0	1
"s.4564"	0	1
"s.4565"	0	1
"s.4566"	0	1
"s.4567"	0	1
"s.4568"	0	1
"s.4569"	0	1
"s.4570"	0	1
"s.4571"	0	1
"s.4572"	0	1
"s.4574"	0	1
"s.4575"	0	1
"s.4576"	0	1
"s.4577"	0	1
"s.4578"	0	1
"s.4579"	0	1
"s.4580"	0	1
"s.4582"	0	1
"s.4583"	0	1
"s.4584"	0	1
"s.4586"	0	1
"s.4588"	0	1
"s.4590"	0	1
"s.4591"	0	1
"s.4592"	0	1
"s.4596"	0	1
"s.4597"	0	1
"s.4598"	0	1
"s.4599"	0	1
"s.4600"	0	1
"s.4601"	0	1
"s.4605"	0	1
"s.4606"	0	1
"s.4607"	0	1
"s.4608"	0	1
"s.4609"	0	1
"s.4611"	0	1
"s.4612"	0	1
"s.4615"	0	1
"s.4616"	0	1
"s.4617"	0	1
"s.4618"	0	1
"s.4619"	0	1
"s.4620"	0	1
"s.4623"	0	1
"s.4624"	0	1
"s.4625"	0	1
"s.4626"	0	1
"s.4631"	0	1
"s.4633"	0	1
"s.4634"	0	1
"s.4635"	0	1
"s.4636"	0	1
"s.4638"	0	1
"s.4640"	0	1
"s.4641"	0	1
"s.4642"	0	1
"s.4644"	0	1
"s.4645"	0	1
"s.4647"	0	1
"s.4649"	0	1
"s.4650"	0	1
"s.4651"	0	1
"s.4652"	0	1
"s.4653"	0	1
"s.4654"	0	1
"s.4655"	0	1
"s.4657"	0	1
"s.4658"	0	1
"s.4659"	0	1
"s.4660"	0	1
"s.4661"	0	1
"s.4662"	0	1
"s.4663"	0	1
"s.4665"	0	1
"s.4668"	0	1
"s.4671"	0	1
"s.4672"	0	1
"s.4673"	0	1
"s.4674"	0	1
"s.4675"	0	1
"s.4677"	0	1
"s.4678"	0	1
"s.4679"	0	1
"s.4680"	0	1
"s.4682"	0	1
"s.4683"	0	1
"s.4684"	0	1
"s.4685"	0	1
"s.4686"	0	1
"s.4687"	0	1
"s.4688"	0	1
"s.4689"	0	1
"s.4690"	0	1
"s.4691"	0	1
"s.4693"	0	1
"s.4694"	0	1
"s.4695"	0	1
"s.4696"	0	1
"s.4697"	0	1
"s.4698"	0	1
"s.4699"	0	1
"s.4700"	0	1
"s.4701"	0	1
"s.4702"	0	1
"s.4705"	0	1
"s.4706"	0	1
"s.4707"	0	1
"s.4708"	0	1
"s.4709"	0	1
"s.4710"	0	1
"s.4711"	0	1
"s.4712"	0	1
"s.4713"	0	1
"s.4714"	0	1
"s.4716"	0	1
"s.4717"	0	1
"s.4718"	0	1
"s.4719"	0	1
"s.4721"	0	1
"s.4722"	0	1
"s.4723"	0	1
"s.4724"	0	1
"s.4725"	0	1
"s.4726"	0	1
"s.4728"	0	1
"s.4730"	0	1
"s.4731"	0	1
"s.4732"	0	1
"s.4733"	0	1
"s.4735"	0	1
"s.4736"	0	1
"s.4739"	0	1
"s.4741"	0	1
"s.4742"	0	1
"s.4743"	0	1
"s.4744"	0	1
"s.4745"	0	1
"s.4748"	0	1
"s.4749"	0	1
"s.4750"	0	1
"s.4751"	0	1
"s.4752"	0	1
"s.4753"	0	1
"s.4754"	0	1
"s.4755"	0	1
"s.4756"	0	1
"s.4757"	0	1
"s.4759"	0	1
"s.4762"	0	1
"s.4763"	0	1
"s.4764"	0	1
"s.4765"	0	1
"s.4767"	0	1
"s.4768"	0	1
"s.4769"	0	1
"s.4770"	0	1
"s.4771"	0	1
"s.4772"	0	1
"s.4773"	0	1
"s.4774"	0	1
"s.4775"	0	1
"s.4776"	0	1
"s.4777"	0	1
"s.4778"	0	1
"s.4779"	0	1
"s.4780"	0	1
"s.4781"	0	1
"s.4782"	0	1
"s.4783"	0	1
"s.4784"	0	1
"s.4785"	0	1
"s.4786"	0	1
"s.4787"	0	1
"s.4789"	0	1
"s.4790"	0	1
"s.4792"	0	1
"s.4793"	0	1
"s.4794"	0	1
"s.4795"	0	1
"s.4796"	0	1
"s.4797"	0	1
"s.4798"	0	1
"s.4799"	0	1
"s.4800"	0	1
"s.4801"	0	1
"s.4803"	0	1
"s.4804"	0	1
"s.4805"	0	1
"s.4806"	0	1
"s.4807"	0	1
"s.4808"	0	1
"s.4809"	0	1
"s.4810"	0	1
"s.4811"	0	1
"s.4814"	0	1
"s.4815"	0	1
"s.4816"	0	1
"s.4817"	0	1
"s.4818"	0	1
"s.4819"	0	1
"s.4821"	0	1
"s.4823"	0	1
"s.4824"	0	1
"s.4825"	0	1
"s.4829"	0	1
"s.4831"	0	1
"s.4832"	0	1
"s.4833"	0	1
"s.4835"	0	1
"s.4836"	0	1
