"s.2"	"s.8"	"s.43"	"s.61"	"s.66"	"s.68"	"s.70"	"s.71"	"s.72"	"s.79"	"s.116"	"s.130"	"s.145"	"s.148"	"s.149"	"s.150"	"s.174"	"s.191"	"s.197"	"s.209"	"s.214"	"s.225"	"s.240"	"s.276"	"s.277"	"s.279"	"s.282"	"s.299"	"s.308"	"s.318"	"s.323"	"s.325"	"s.350"	"s.391"	"s.402"	"s.456"	"s.460"	"s.511"	"s.525"	"s.557"
"prt2114"	-2.62115794495714	-0.979378665557949	-0.07153553009366	NA	-2.12925990814404	-1.235639825333	-0.920652503815317	-0.51511381891228	-2.43493665287673	-1.4351449916225	-0.927901769428121	NA	-0.744638461511808	-1.12783874300561	-2.93259513097681	NA	-1.83947439152244	-2.80719974993072	NA	NA	-1.80918000653927	NA	-0.864534513180561	-1.85690894248305	-0.822644424535832	-1.16572305051094	-2.84046506197274	-2.56831258305152	NA	NA	-1.5279100397706	-1.42205603325229	NA	-1.85816242514102	-1.21273361235729	NA	-2.15558739933847	-0.974934989929271	-3.30981652259858	-0.882374110302057
"prt2115"	0.289956381772063	NA	-2.44931200698884	-2.76079541170895	-10.3554906166028	1.31840837040036	-0.133979528329178	-0.309587447939896	-1.39504822738674	3.22738989317882	3.40743026128646	-3.84073309104199	0.022134710869147	NA	NA	NA	-3.60428600652472	2.58132823676095	1.60625177879021	-4.71767384639964	2.33607263863503	-2.243774546688	-3.18206224772744	NA	NA	NA	-3.46818924564757	NA	-1.4856011514945	2.59306619027133	-0.440741134502716	NA	NA	NA	-1.27371981401212	-1.12899663984663	3.48389031879683	NA	-1.97561803097878	-8.03010761208485
"prt2116"	0.392103707889386	-4.10673506935358	-1.04655990425498	0.597545171027211	0.974989993080495	NA	NA	-1.65677740683031	NA	-0.098963829723869	-1.29180184304706	NA	0.404870709241889	NA	-2.78921765936703	-1.20711447228966	-1.61732329983224	-1.90743381045392	-1.91397271579011	-1.01634850169737	-1.58287422425728	-1.11909550316182	-1.34789443346165	-1.50165839044206	NA	-3.0505325956075	0.00233544150747633	-0.882085199674178	-0.0763681571141347	NA	-1.61465409601872	NA	NA	-1.38757074035069	-0.0667827727038409	NA	-2.31273733090533	NA	NA	-1.69553472140957
"prt2117"	0.192305269860527	2.14319896336111	2.79301753499789	1.30052857459757	3.8460247034962	1.65444755542188	1.66846610906693	1.73256465423114	1.01919990793086	1.32220514238593	2.58417095519853	1.36525230277433	4.38876345858647	2.91419584189309	1.80397130735774	-1.54589186036173	-1.96458639456154	NA	1.24608324727014	NA	4.06106314201833	4.13798890108741	2.50322921136465	-0.558283651191567	5.79411060242083	0.395988901357989	2.31076214931615	2.73727057512217	1.4060463390034	1.02211903170049	3.44594137316621	1.71152912545407	-0.0757523031176417	NA	0.0296675585309251	-0.0418707983766404	NA	-0.242041734380263	-0.232535059644582	0.0882347993396595
"prt2118"	3.63799563112947	1.71066720213057	2.83851615754946	0.0751880300457224	-0.458756913807125	4.75305524488233	1.77371377088958	-1.04858564730383	-2.1798651695659	3.44552903377894	NA	-0.224441360135275	NA	NA	-0.0789452069863334	2.0653707352017	3.69162538778681	0.352120878933766	1.85212694551624	NA	1.63485118425189	6.10625354000578	2.88326943977048	0.188975303308153	-2.11569538415954	2.19613185694347	2.80689590618423	3.06837051322958	NA	NA	-2.62959649944726	3.22767546419123	0.852884771313342	4.16993136630406	-0.464962115368929	-2.09401504432581	4.55260432958966	-0.886184791580777	1.43816988152315	-1.89504825472567
"prt2119"	0.623315969363513	4.1408983815486	4.1054354200419	3.25512201637843	3.88095361339632	0.151501720153437	NA	3.05381764885274	1.78404952259324	3.02256855625779	5.59503390515614	0.110993622176143	0.407991354376414	3.00332925727648	4.31469621522355	1.74576298235267	0.335864113906921	6.39103825151855	3.86718921842065	2.75861302856053	1.89932332342784	1.63092062901715	1.60203795413935	NA	NA	NA	1.12542012365172	2.57808841400355	5.89077802508368	1.34747352417839	1.77064438037976	3.58468801946689	4.29493275112423	3.31762257793872	2.59321219578852	3.02219831939012	3.62407525177189	2.2123501753124	1.69125003091341	4.00917788314004
"prt2120"	2.51342666963293	3.2178157069858	2.58694090379552	-0.235584548465654	-2.2827380859887	3.41506025987886	-1.39438989833549	6.48369977047694	4.44473047068348	7.6443441585724	5.11235544792348	1.42693361433343	2.04427835416047	3.33430046874869	3.72313514291077	3.40102337639022	1.14626650737435	5.96727402063691	2.71198155985466	3.88766558617011	NA	NA	5.31011663416604	4.03356157174455	7.40142613266064	NA	2.79436343209297	NA	5.46170274896971	3.1619528783812	1.12760497936527	0.512235030856592	0.955353970049913	3.91997669216758	1.01747383954138	3.03453898143871	8.51227966872826	0.912248041253496	0.44157218935731	0.139154178966099
"prt2121"	-2.19569405631626	2.53640873768491	-2.60329474651658	NA	1.81756503911009	0.167565281028998	1.27581588906709	1.42416703217946	0.401252532171509	1.65423745605516	2.53190818091769	-0.135876041499744	1.43570663369327	2.17569038341437	-0.183331248115508	0.142287995783135	-0.303110063267567	-1.7007831041079	0.894255708546677	4.12705711558205	1.14903716186579	2.06431046230298	1.34877813482419	NA	1.5010572563511	-2.62299109704574	1.28852084799518	1.62904575771688	0.239574746950563	1.15295861620894	-0.999459994188821	-0.606983778049151	1.45448185263628	-0.464549291558813	-1.60760695118749	-2.21801383387923	2.01818932697724	1.78701192262431	0.303922748046611	1.90733856842261
"prt2122"	2.2310600006843	1.7849992282496	0.525500314228438	-1.00461450858859	0.652341549187368	4.53060716398089	-3.19861458987794	NA	-0.498180249120752	-2.3666873558383	-1.11400320769179	3.53228993786771	NA	3.19143508067429	NA	-2.55402454805099	0.19056298664231	NA	1.61764908900587	1.8900999219775	NA	NA	-1.36324902571874	NA	-3.13210921294777	0.272561572347556	1.16969472273589	-1.0599927149349	-1.64309422729456	8.56649957446291	-0.964694960575292	-0.892214882392525	NA	1.20927599190376	NA	NA	-2.14395439641519	-0.802591831546254	1.36486233999279	NA
"prt2123"	0.447331039883749	-0.24201479262292	NA	0.199852390089094	-0.592801861988665	-0.848324323341853	-0.948316499127867	0.504094379029594	-0.386285045677365	-0.638088329155963	-0.142975265283777	0.583935085974645	-1.03217220390299	-0.910108539927593	0.471157483266098	-0.467367130126002	-0.132904816510088	-1.32020244821567	-1.53609127133621	NA	0.205283388900545	0.441531964865541	-0.0944614748566008	0.347677287815243	-1.97350590823245	NA	1.22735894733734	-1.14751162644114	0.542037507438302	-0.628586169505181	0.769219160408747	-0.642723260780587	0.0124094192761417	-0.311007213439831	-0.49015076703759	0.434665216046795	1.56761553428889	0.610580776489706	NA	-0.223547335819653
"prt2124"	1.09840440025188	0.848772343909338	-1.35807917118338	0.487380737760257	-0.270532062084639	NA	2.35005007019883	NA	0.704253652556137	-2.27956068680247	0.721426932029604	-0.621404281308238	-1.13816322742389	2.32812494004047	-0.687865713748736	1.23349583283218	NA	0.0885216042047823	NA	-1.31456006504715	-0.172721438005478	-0.598197526671482	1.09283564771123	-0.308663703795383	-1.20405892878739	3.05136340845675	NA	NA	-1.34346837671703	-0.722969617450191	-1.03894593789529	1.58572778752851	1.11335518894707	NA	1.66070863574853	1.59438515006286	1.52462545257436	NA	-0.0474463946062557	1.56310991233009
"prt2125"	3.43670641280049	2.27444373177574	-1.35830363600428	NA	3.08907088964035	0.597565237478862	-0.206588312993167	3.62814997439119	2.1982591580509	1.68874691144559	0.680283539404078	-2.26662538821413	1.08281964437399	-0.255675652075767	0.43392326161105	2.96736345972571	3.79545478174189	1.67657290106592	0.377256239465783	2.70171641582522	1.99427422143525	2.56356708942891	0.526481570463543	-1.00057453184544	NA	-2.26384684464091	2.69184602453676	-1.00245027857864	0.7908393319432	2.95790201860751	NA	0.572628931208161	-1.69111870238972	1.1260148584958	1.2986809371739	2.58066309699339	1.29347822329437	-1.26589525982043	0.261575206269532	2.55105584663118
"prt2126"	-2.84787662041854	1.88414581724942	-0.812331034742933	NA	-0.881032470683517	-1.25432655484081	1.63782450475201	1.6821929930452	-1.86681387218543	NA	-0.139037276598688	-1.68798404544049	-1.07635580757994	0.469722244063996	NA	-0.70920540002999	0.109871676298493	-1.07539905430786	-0.330838984275113	0.713409066674519	-0.119084372750068	-1.39403759915328	2.03840893281839	0.198891621296976	0.426440646840732	-0.331576603958061	0.139703551803745	0.163720552162189	-0.929265036169236	1.61754651457137	-0.698312355596984	NA	0.238008173566792	-0.0605435775145127	-1.51515968412173	NA	2.27705646598408	-1.39823324916695	-1.07608325464402	-1.2418095778914
"prt2127"	NA	-2.23455604108525	NA	-3.69408282177333	-4.1296999183577	NA	NA	-4.19695706446731	NA	NA	-4.261228272074	NA	-5.1486924822946	-2.57669965881669	NA	-2.35561543217271	NA	-3.46904591413733	-2.69629040089012	NA	NA	-2.86216553621817	-4.9596064712227	-6.73386544577729	NA	-2.73867218153983	-4.59202318082253	NA	NA	-3.05976307796668	-2.50907775573224	-3.6241070184591	NA	NA	-2.98912452945218	-4.89391864614045	NA	-4.8578795515324	-3.25257083755328	-2.50334721625821
"prt2128"	-1.91647527213819	1.26940499299177	-0.413361707166259	0.16264086539887	2.22128564694265	-1.9816813788868	-1.33759968101468	NA	NA	NA	0.624320171558934	NA	-8.16990381764904	NA	NA	-5.44801903540087	NA	-2.24857347134733	NA	-1.44098653032744	1.02980643552905	-1.36451361087518	-2.06901390580976	-4.56460353295819	-4.08744076237673	-3.59989238523039	-4.94007624317805	0.803902641352691	-5.32987091860255	0.35927867802324	-8.40582038348779	0.0924802840968618	-1.3627990060929	3.77494031184667	NA	1.35573203101137	NA	0.163846448114827	NA	9.10839498108465
"prt2129"	0.0393118703386653	-0.71848673694377	NA	3.15950521763198	1.16027357320483	NA	-0.857124411042907	-2.0904566752177	-3.07408769953632	1.71973053576303	-0.0438326700244063	NA	-0.503983017081097	1.42463667720393	-1.32995577043096	1.22872359037113	-0.474503609245024	2.42749279370171	0.104162970894678	NA	1.07333915072864	1.47959498593847	-3.13383089978916	-0.742455566446451	0.282302474330438	2.18065363796291	-1.35962879632237	NA	1.89260872836175	0.715257593108641	NA	4.39986929604762	3.6984150701679	2.64041200154625	-0.576603443614104	NA	2.3974726600732	2.0352396347226	-0.0498458146562902	-1.99568073378689
"prt2130"	NA	4.05256053109096	6.07759107609395	7.99729623418565	2.17059130682366	2.81197813187604	2.81172172283771	0.867682188262436	6.08284804012358	4.80047069151396	4.38069440682443	NA	11.17634618003	1.41719632222998	3.37934150892626	3.90897884046998	1.53093616739713	6.65157029071811	5.20577590693894	7.55631147605571	5.54708496081191	3.21268244503603	5.73797892925049	0.566492296655238	0.273807558399026	2.72087417356284	7.53036463080459	0.58278196086432	6.55758273498624	4.67692971355266	1.17287423352613	2.79286848363464	0.945077692976169	NA	7.48622620572591	4.04145139967589	7.64705947315303	NA	0.549639986456479	2.74450530749554
"prt2131"	-0.0884063951296935	1.24533581184722	0.934284451914302	NA	NA	-0.566636525962828	NA	3.92327189130894	NA	1.02976825296884	NA	-0.0351652764480982	-1.19849386625058	4.32342488481274	0.253228592602802	5.57378752976103	2.28496490359829	-0.58334287083594	1.80027111980205	4.25984489762234	4.9460484200848	-2.33645029745335	4.14275381052302	2.49138752787288	2.53336871381524	3.86052148819736	2.94838862750112	NA	4.26014569640923	1.92550275675161	1.46462135102976	1.17714992564719	1.18052330471729	5.99644039265011	1.05785432179621	2.022806382722	2.57632238618885	NA	2.33502523049183	NA
"prt2132"	-0.466598950579926	-0.923488081122846	-2.17621478136504	-1.56310110986741	-0.839018809538233	NA	NA	-1.80168441906132	-2.2427973265526	NA	-3.62539432857104	-1.49947520701812	-3.60487248660594	-1.35555198957542	-1.70478203858011	NA	-1.5127811820764	NA	NA	NA	NA	NA	-6.68079816661796	-2.19117781508152	-2.55324323340354	NA	-2.9855634308707	NA	-2.0329949338996	NA	NA	-1.96255622290965	-3.01299871480726	-2.37587112280097	-3.69005010057542	-1.27588451649773	-3.29262579146035	0.392754872863188	1.03077794097394	NA
"prt2133"	-2.43134219820322	-1.39741587666226	1.40015790081241	-1.53542120882185	-1.62084424505554	NA	0.113062307118058	-2.93873479090543	-0.665308484762397	NA	-2.22612440166449	NA	0.591320406713454	-1.45126236258869	NA	NA	-3.87708079043258	-2.04523625885006	0.212027452702996	-0.294214359988878	NA	1.68143621240289	-0.7774037332781	-4.29740869883378	0.242305075520861	-1.46772392545192	0.638985898059392	0.0602557649663692	-1.84570206368913	1.34677157431121	0.377666656622359	0.981736160442983	0.411445048360616	1.09653902199818	NA	-2.37952435091464	NA	NA	-4.85906820489756	-3.0940631193362
"prt2134"	NA	NA	-3.55084324793463	NA	-1.43650094656034	-0.557825189723571	-1.46164961075317	NA	NA	-3.09879879857889	NA	-3.34814711227382	-1.03123888277846	-0.668348242955641	0.678944403498978	NA	-3.44274920461794	NA	-0.411288777269661	NA	-0.463075787260752	-1.79577456837541	-2.9729771395375	NA	NA	-1.67534331279002	-0.403804706183224	NA	-2.03220813894973	-2.2916984543856	-2.18490569609455	NA	-4.21470197705176	-2.80953869506995	-3.42236038626025	-5.21611052794545	-1.35685478774393	NA	0.601912611445467	NA
"prt2135"	-1.09169493724677	-1.76274975322227	NA	2.04755307650525	NA	8.12640987138589	NA	5.10640847650296	-0.205181282794275	-2.98682443104376	3.99145308024076	-1.69099379167651	1.41054791999141	-6.76476070870655	1.16515510909619	NA	3.47177910041233	NA	NA	-7.05265226724439	-0.262135725850411	NA	NA	5.61792222476268	2.74725037935454	2.03115562823806	NA	-2.36362186926287	-4.88130701342491	-3.97521170848136	NA	6.69216480263796	NA	-2.17978828331721	NA	0.606593242262865	NA	-12.0420417766809	-3.04307570055356	6.88866428045614
"prt2136"	-1.37905671960819	-0.205437656289614	-2.04164856496165	NA	-0.0787938957340691	0.204512817505235	5.67140263745015	NA	NA	1.22680857489787	2.80744898040127	NA	0.560489434086512	-0.716336981750308	-1.02678666181253	2.38327224943272	-1.32747378578323	0.689639896901781	NA	0.727997908143264	0.826628019816778	0.806191236620952	-0.70469989132595	NA	3.379181420409	0.448432199838311	NA	0.83665267062793	-2.24864712271297	NA	-0.636457591468106	NA	0.00476428339429691	-2.42662299714313	1.87358978080914	-1.51903174745495	-0.911465739687504	2.8198321464639	-1.61147034853343	-1.31261293227464
"prt2137"	2.27213628442066	1.53476691101722	2.33977403409652	2.20487646248486	0.840581490633336	NA	2.01927595986521	3.64407285851573	NA	1.31525655349956	1.15364330252346	0.307437725144989	0.935043389192959	1.37975929951221	4.48058187047549	NA	2.50992647741295	-0.235878885950299	1.49409617223283	2.76676497481309	2.50758220951461	2.30496380914945	1.40476319870875	1.40438441158736	0.268343033021819	NA	0.49139014549269	1.02606379632293	2.41166833195463	1.01065082079267	2.02216856110205	0.351819322603085	1.34932802837633	3.81195156997645	2.59955824385185	0.647746957969706	2.771793081266	1.40499557160274	2.19754275979434	2.29807535320789
"prt2138"	1.32438977202354	NA	NA	1.65248488041262	6.08560148270411	2.28444870701426	6.86618650409908	5.36669632248818	1.70870692507879	1.92648706058062	-1.20813178864745	3.10012789849665	1.95826968618235	NA	2.86200122162538	1.71384929654532	NA	5.32249030512382	0.166543863308793	4.80268428658369	6.94011618865177	4.4644869965542	1.31907754325063	0.256522091204332	1.81602296366602	1.65529288625155	4.40281586429029	4.05795573052865	3.52880486168958	NA	3.28359312246461	5.512225214608	-1.43400037041513	NA	2.13229411409558	0.520111998076471	0.347106085346645	0.549337161276043	-0.753438347654617	-0.553032016658922
"prt2139"	0.756047779558137	1.74841969838709	NA	1.17229526133991	NA	2.7468647604568	0.246963795424007	4.35020468155368	-0.683588275252683	2.53834483161157	6.59669181322883	0.624161443629803	0.840757341511771	-0.212707396962952	0.583011803388201	2.67753301104828	1.99783561743674	1.81635549342961	-0.785823329519622	2.77455113914029	5.45333569016998	3.19914140727622	1.54510316748289	2.9871746000466	-0.2368128811179	NA	-0.76371906390543	1.67530050862091	NA	6.38132852143555	NA	-1.08507452350295	-0.45805130207962	2.24584104589447	NA	2.14112149208638	2.83131457470623	NA	0.721082192199549	1.79511992358442
"prt2140"	1.82006278535077	2.08366738522512	2.30871998806957	-0.954942910587593	0.799993114253342	1.00436592856883	2.42991080072643	0.299174058497179	3.41284104149015	-0.985441880701822	1.62518858878783	0.403157634864127	NA	NA	0.169722766539699	1.64919010065578	1.41669496581313	-0.812870015433049	1.34262616969445	-0.933257315901076	1.68314947808174	-1.03277893392607	0.0158593349727604	0.602085722269209	-1.21444695774171	0.211510857695063	2.0220892376949	-0.336733932727953	1.33989017322714	NA	1.27374683215274	NA	-0.326458987881201	NA	2.90510025862394	3.07711304303634	-0.524554549630408	-0.987553359110697	0.392784898707707	0.364393750438806
"prt2141"	-4.31713595171749	NA	1.00153538575265	-0.259054158149565	1.26535996683169	NA	-0.946239819706546	1.14222266945894	0.302729210253716	NA	0.143226996841143	-0.445665707284558	-1.91395404687553	-2.25467549959781	1.3200852746633	-0.752290233328234	1.09159494206299	-2.28938291132826	-2.69088439734575	NA	1.34596591388615	0.509556869240448	NA	0.833474269067559	0.386864130797353	-1.11013456247992	-1.76673246785716	-0.514212732628504	-2.7109228347059	-1.90228805057371	-0.418046741005584	1.61298039406876	0.026697274801316	-2.47076213830247	NA	-3.27520346526325	0.566600919463632	NA	-0.679947962244088	0.616376567696838
"prt2142"	-0.453673960296171	NA	-3.21144141180101	-1.95089118714838	-2.47674456244278	NA	NA	-1.00104234637839	-6.93498322806188	NA	NA	-5.40658595780625	-1.29896934445333	-7.29438685440506	NA	NA	-0.61044093056025	-7.05451690493047	0.306405590417273	-4.20175041974088	NA	-7.66832564786118	-1.14179045588773	NA	3.02802101303076	-3.41138907774316	NA	-1.45172171264485	0.625812814357385	-3.89870428984576	NA	0.865748916925704	NA	-1.93396370653487	-3.96343033301166	-1.66562913667112	-5.69706638353807	-6.12602870702956	-3.11988946108915	NA
"prt2143"	1.34004944488265	4.0695505091832	2.68882969517788	1.30467055715206	3.24449183341304	0.81933130429969	2.59301318044545	3.89283040387609	1.86156526313057	NA	1.93677935552212	2.1780164196879	0.693376783141678	1.91833278567943	2.42986422246348	2.00681145073455	1.6988267319574	1.5985380347205	NA	NA	3.39416226151504	3.72571582175949	2.5014706121108	1.50061845102773	2.20491470594161	3.11295524719622	2.9512076113244	1.64491558327578	1.1597199582376	NA	5.41456494106805	3.71424307055001	4.86615314308057	NA	2.57598548928203	1.13274523273531	2.40698059817193	1.88520283076176	2.38506856214413	NA
"prt2144"	-4.05420498317441	NA	-2.69256932904195	-1.02088180749984	NA	-2.30347956508553	-3.94644879666096	-4.55186802116225	NA	NA	-3.04793663584662	-3.85253400964118	-5.07882193308838	NA	NA	-4.43894926303796	NA	-5.07221446071513	NA	NA	-3.58495169753814	-4.37213244735611	NA	-2.95644793995357	-3.5760442885785	-1.79463258270164	-1.29449390209058	NA	-4.34159132878229	NA	NA	-4.34920942623905	-4.762101252205	-2.23440130099177	NA	-0.432907144443587	-3.8893006527913	-1.70396681847261	-4.26159295434502	NA
"prt2145"	NA	13.0168681336675	-1.11438122476217	6.41739549096714	NA	1.67644038490071	5.66129542391132	11.4659530454663	5.81698184617612	1.42465337290938	8.25089228829903	0.480878662428143	-1.32344602513949	3.16993980627411	3.42514795573508	0.44259692097934	12.1752697018489	6.52695918407272	NA	NA	7.31992324971464	8.03698762592861	7.77779430670835	6.2114547946271	NA	4.78290230047482	4.33323833631106	10.1802417322842	NA	4.23619003021708	-7.65285190401013	6.11481382064024	4.32288394538335	6.24179914220976	-1.60192570361546	-1.43136823762415	1.68894806261024	NA	NA	9.21517844828614
"prt2146"	NA	-5.52639741362167	NA	-0.760265452552684	-4.25358069410439	NA	NA	-1.31727147979003	-6.2062640810432	-3.00903093231354	NA	-3.82775872416195	-3.434645177951	-1.94243724433747	-2.13757615448166	-5.60626285486288	-1.80732338573906	-3.31997761571536	NA	NA	-4.90593900244826	-4.39817288414822	-6.90284761709505	-4.21473733271158	NA	-3.79743197203554	NA	NA	-3.3163705720149	-5.95732087601382	NA	NA	-2.42372379172683	-2.02094572135315	-4.69037905896496	1.98007710210069	NA	NA	-2.59065476519128	-3.28176133213436
"prt2147"	-2.79301579770903	NA	NA	0.981052555512597	1.86110080312167	-0.617283240386299	0.161706247916823	-1.34524531188956	-0.874947101746664	-1.10620969437618	NA	0.679314644286821	-1.60196335452801	-1.17236949436528	-2.7962450779447	0.614395643223001	NA	NA	-1.97607492117702	-2.04354476225879	-1.27850235961707	-0.805591161272281	NA	0.167551446434208	NA	1.32694123885909	-0.45160518607416	NA	-1.99855951583373	-0.607465714496441	-3.55850305657268	1.84873091206244	-0.842447130714087	-1.60788597628045	-2.28205588519879	-0.866388499974405	NA	-1.62543741669579	3.16848948915792	-1.45319870060627
"prt2148"	0.230563890681038	-4.50874528333983	NA	-1.28644997171575	-1.67879718759313	NA	NA	1.39977773294667	-2.13139002948907	0.0183254517220819	0.112663404708375	-3.48904442265961	-1.96923038059203	NA	-3.11059832676618	-2.00869701203132	-2.31116495441314	-1.83567987742737	NA	-0.349075171046521	NA	NA	-1.73131061422028	NA	-2.25372740652475	-5.21305141649007	-2.15296412371558	NA	-2.51899824621885	-2.42345168961922	-0.227173031415284	-2.87936974585974	-0.0477055882848103	-2.38255920665225	-2.89532043909512	-3.44196094673966	1.92163339673909	NA	NA	-2.22200206659168
"prt2149"	2.76457008480206	NA	NA	0.92588945134544	4.56447450242811	-0.129668674435329	1.82706346151631	2.75588997346183	NA	-2.33956558754852	-3.30172636070957	-1.429338822191	-0.203973257518435	-2.03097245006508	NA	-0.496150779525096	-6.52171755607103	4.76883791013645	4.46925816777808	0.378807895807829	NA	NA	-2.23310059171534	-0.367254609388744	-2.27974725968781	5.36455874111801	NA	2.11041035587062	-3.00619892522513	NA	NA	NA	3.49201423176129	-0.597237676600481	-9.76436845470155	-1.48891679459998	NA	2.74412503477195	0.89419407625901	1.83517241699199
"prt2150"	-1.73612102573829	-2.24919878440107	-3.1619872444566	NA	-1.16903773671134	NA	NA	2.61754232427862	-0.470495146169286	NA	NA	-0.0657096009961482	NA	-5.15481562771628	NA	NA	2.35776781788136	NA	-2.78642329519067	-5.37545107594687	1.12372831543356	2.91629166587161	NA	-0.0531368494655489	-3.71440756849332	-7.11845492420553	-11.2728703296849	-4.34243300438286	-3.60079877691361	6.2951283030141	NA	NA	NA	-1.33108551055314	-3.45589315065704	-2.41646196370218	-2.20028921657375	NA	-3.68829279059936	NA
"prt2151"	NA	-0.779816177547703	NA	NA	-2.55690120373564	-2.45297815120857	NA	NA	NA	NA	-2.16453824038408	NA	-5.19598779488199	NA	-3.64473450726818	-1.7736117890505	NA	-1.69114940427032	NA	NA	NA	-1.78501326502027	-2.97629342162269	-2.61542804546802	NA	-3.86309016332203	-1.08836532896712	NA	-1.88937770928306	-3.88075755832747	-2.43417686458032	-3.40558095484914	-3.26232296719242	1.33766177352183	-0.113290706014064	-1.66225974372868	NA	-4.67261571693469	1.43769044879458	-3.83334865714599
"prt2152"	3.04838544344436	3.02527163727522	-0.775406372195912	3.02063648843131	-2.54951425325103	1.34217471992026	-0.649440540632443	2.42966641226226	-1.58993021968234	NA	3.9500835707875	0.776398068076185	2.42271525089061	3.67165789121136	0.642866814947301	-0.449634303661346	NA	3.76804628037794	-0.175537559435383	-1.03702129509408	-1.16148295761711	0.000922569477903257	-2.82094954607723	NA	1.57548268315033	-0.820391452989286	3.95240972338112	2.50046502390382	4.54021589445503	-1.6069072519358	4.71342739621987	-1.36185112017156	0.17108622037329	1.82105649874393	2.22388240272831	2.73126640244704	-0.566946111778584	-2.43055858887349	0.648483186899424	-2.50916113487991
"prt2153"	3.71421812939901	3.83578054448843	-0.90266482295664	4.68250935037778	3.23110058021194	NA	0.144481505939811	4.93683977459854	4.67299662554812	4.617115003989	-0.560368703783813	4.36624380271689	1.92994297171381	NA	2.60995590306342	0.827974633621377	4.11666925682372	-0.206764474502791	6.40435123709953	3.84250091312556	0.463758359994128	0.325162967856912	1.05442281478729	4.06858647658854	5.43245737090156	8.37532199061202	-2.79283179666416	3.06026341495698	6.19067958538263	-0.52215335994685	2.87997444583829	2.77301003351505	NA	NA	5.03679342958639	1.75920357661043	0.111356241238596	5.71394624969757	2.1445681439833	2.8107432200317
"prt2154"	-0.0305170633685452	3.49831269779487	-1.69906755648147	2.57464375413678	4.52276530870205	3.59642196424919	1.29435597555392	5.00127111270865	4.20142602815432	-1.75499280496619	2.66748447899737	-1.69065693135279	NA	-3.76675969306594	2.55936527508346	NA	4.64526184878017	4.12442131863089	1.38046944891395	2.03248466848802	2.66785786576546	1.5092972350336	2.51419980679492	6.55531664989368	2.30099341981462	5.87418593593237	2.92183566168864	0.805206917535858	1.76171009803972	-1.54999450058291	5.98751917962526	NA	1.81071453092673	0.0673274639120376	2.20016489901917	-0.608569741594186	-1.6191206426938	1.56186800339506	2.33168126800391	-0.126241777532998
"prt2155"	2.61683829190367	2.84317508673447	4.74399669787634	2.75022168296401	3.87697643559293	2.91466664300772	3.33430463639827	NA	3.80515390602439	4.61380735656433	5.73036306006482	4.1229129065714	2.79752630263896	4.72179317991324	3.96693495109674	2.79146606147903	3.36502072589743	2.87240947693562	3.31693811600653	4.3129547372487	5.1879490991846	3.73430615692717	3.32280173219358	2.38824049809304	3.02368922536598	3.15686208334186	2.81759827795449	5.54696371781736	3.05675641422933	5.9070965112255	3.26643245502363	5.16467820798215	3.39677271261305	3.99449249053575	4.76531547509506	2.8764548066437	3.46012357940402	2.64721684198099	3.69137072748363	5.13935585503473
"prt2156"	NA	0.590851837499152	-2.8157970281878	-0.67108481071087	0.963452545061774	6.56414090032057	-0.415820781343479	3.00906457399194	4.66181421042717	1.88863424687603	0.845285219705098	NA	5.02805281507268	1.79510556289058	-0.683956268464643	1.59185442554099	8.66430755677253	-1.36734501081591	0.0435189812670749	3.89387240826067	6.95498262646132	4.50419255497716	3.52871988918488	3.40242279836547	NA	6.26865529150392	5.48562166761452	1.31663547494899	3.05022682435993	NA	NA	7.95905289392934	5.11404376278438	5.17819563698804	5.74543124507477	NA	2.73003014593049	NA	0.0134189349025022	2.15296102857761
"prt2157"	-1.34766672426166	NA	0.784246733438011	0.918739334325007	-0.170114384859087	0.521524095782372	0.855006933981271	-5.33300968712491	NA	-0.531431302373759	NA	-0.414451231385086	-0.755629729632774	NA	-4.86722141078747	3.31661046033588	0.469830203028255	NA	NA	NA	NA	-0.29231306448437	NA	NA	NA	-0.753382866488563	NA	-1.30296199218451	NA	NA	NA	-0.152046587668292	1.53261440390142	0.374729668532613	-2.28605984562419	-1.59462144315954	0.637847376254063	-2.53881226030743	NA	-2.54853357339864
"prt2158"	2.87946404437227	-3.26204377785486	-0.560226659773232	5.32318715893019	3.97505262501427	-0.366824555336802	3.50860126922702	2.8177584015204	6.18397363082676	NA	3.78512018255667	3.13285828442582	2.65942579872707	NA	0.521164894967347	1.28162382522124	-2.06082905999319	2.46929616646397	NA	0.53691957388847	NA	-1.84006299474083	NA	4.03827145142957	0.242663196375011	0.843051146633721	5.61763238389415	0.700978553039438	0.237840034476239	-1.85642754826507	-0.982711327472794	-2.35827599282449	NA	0.70184070566215	3.93608099083907	3.28726516562773	-1.23224914523572	1.32241464509846	3.52731608791637	NA
"prt2159"	0.21545293752565	0.774925297832109	-2.62158540826465	NA	0.0656089855938379	-0.304341017290569	-1.72686588093191	0.314678423476576	NA	-1.49869736641298	0.80903068324821	0.634622117420087	-1.37034003390278	0.740519859679677	-1.10072531085865	0.368717301594323	-2.3300402203795	0.359462962635874	NA	-0.705966584896709	NA	2.92375972037724	-0.146440876443924	NA	-0.089155298965533	-2.13938075363886	-3.52407026761473	0.0591666109506997	-2.62137955297057	1.62783254702018	-1.28099974714419	-0.0462930287224906	NA	NA	-0.435068087224962	-2.22493416004866	-1.20002504275327	NA	-2.40774366200248	NA
